dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots,ena_error,ena_library_layout,fastq_urls,fastq_md5s,fastq_bytes,ena_n_fastq,current_local_fastq_complete,current_local_fastq_count,current_local_fastq_paths,target_fastq_dir,dataset_rank,repair_error_rank,download_strategy,download_allowed,blocked_reason,repair_priority
GSE80672,SRR3440706,GSM2132820,SRS1412330,SRX1727108,GSM2132820: M0301; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3941972850,26279819,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440706/SRR3440706_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440706/SRR3440706_2.fastq.gz,f01d9fd6ca6db4b5b74d645ca866f8b3;aea0d774ae7183458d9a173e7a4b7e06,1024067700;1155579416,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,34
GSE80672,SRR3440736,GSM2132843,SRS1412353,SRX1727131,GSM2132843: M0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3924207300,26161382,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440736/SRR3440736_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440736/SRR3440736_2.fastq.gz,8283fd0f8d5345adf1432f3180d5834a;97e6d6dcddb4e0f0e3f9458a034c7a2f,1013354248;1143628031,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,35
GSE80672,SRR3440682,GSM2132805,SRS1412315,SRX1727093,GSM2132805: GX2522; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3920326950,26135513,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440682/SRR3440682_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440682/SRR3440682_2.fastq.gz,c9f68ea9ee9e47d7c6218f309caafbc6;c9317acc6eafaba6f0db2549916451fe,1071907894;1233204788,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,36
GSE80672,SRR3440881,GSM2132931,SRS1412441,SRX1727219,GSM2132931: M3002; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3899681100,25997874,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440881/SRR3440881_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440881/SRR3440881_2.fastq.gz,7d986f384d3494ac14ed009edfee5e92;e2e7416457d388ea843fbec7f5ae4b46,1074680626;1167274132,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,37
GSE80672,SRR3440747,GSM2132850,SRS1412360,SRX1727138,GSM2132850: M0804; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3873648450,25824323,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440747/SRR3440747_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440747/SRR3440747_2.fastq.gz,36268f5bcc89f83bf59b07ffc90f7c43;3958937b15d3d0b91f75c52f75b9e702,1020227653;1098462350,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,38
GSE80672,SRR3440692,GSM2132812,SRS1412321,SRX1727100,GSM2132812: GX2638; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3870190800,25801272,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440692/SRR3440692_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440692/SRR3440692_2.fastq.gz,2e9eac90ba88512a74fa1b5b97351b07;2817a68b1f7a10361d74aaf6460deac6,937967765;1065298778,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,39
GSE80672,SRR3440772,GSM2132868,SRS1412378,SRX1727156,GSM2132868: M1204; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3863130450,25754203,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440772/SRR3440772_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440772/SRR3440772_2.fastq.gz,66258da1c00b8aa299dffefedb5267d8;1d545ab0caf18dbd373fb958a70cd7f3,1050526479;1173043538,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,40
GSE80672,SRR3440891,GSM2132937,SRS1412447,SRX1727225,GSM2132937: M3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3815854050,25439027,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440891/SRR3440891_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440891/SRR3440891_2.fastq.gz,dac34d587f400f2d56d26d6da5a58420;951dd447e5c193892f3ef66f0d541a97,1035216248;1120397658,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,41
GSE80672,SRR3440725,GSM2132834,SRS1412343,SRX1727122,GSM2132834: M0406; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3813455700,25423038,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440725/SRR3440725_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440725/SRR3440725_2.fastq.gz,70110433b31de17c784408c585d074ae;e5f06adae018bb0f6d59438b2c48b48c,1111259511;1256060072,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,42
GSE80672,SRR3440765,GSM2132862,SRS1412372,SRX1727150,GSM2132862: M10_7508; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3797810550,25318737,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440765/SRR3440765_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440765/SRR3440765_2.fastq.gz,692180f3305e0406909a2d58790ecedc;cd27065ca6cc575347b967ca8db9cd0b,1014394941;1143900942,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,43
GSE80672,SRR3440735,GSM2132842,SRS1412352,SRX1727130,GSM2132842: M0606; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3761793600,25078624,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440735/SRR3440735_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440735/SRR3440735_2.fastq.gz,4363bd708b56d7d52c9d6e35e71049e4;8039a0f95106a8b8f1bb57a99932eccc,995679443;1123984147,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,44
GSE80672,SRR3440808,GSM2132889,SRS1412398,SRX1727177,GSM2132889: M2007; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3760392750,25069285,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440808/SRR3440808_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440808/SRR3440808_2.fastq.gz,c01bdef3af941c93108c973b642e9b85;4e4ab0e975855b6cb49fde309db276f6,1469929744;1529697739,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,45
GSE80672,SRR3440757,GSM2132855,SRS1412364,SRX1727143,GSM2132855: M0810; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3748121250,24987475,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440757/SRR3440757_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440757/SRR3440757_2.fastq.gz,f5d7b6cbed06891501fa898e3e26ebcd;961678c6e6d7f095bd543514b8fcc3ca,996316849;1229439785,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,46
GSE80672,SRR3440793,GSM2132881,SRS1412391,SRX1727169,GSM2132881: M1608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3666609600,24444064,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440793/SRR3440793_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440793/SRR3440793_2.fastq.gz,ac2c228dea3185ec189eb92911227b02;b80866cdddec670b2ba2fada8c40cda9,962779528;1078356247,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,47
GSE80672,SRR3440795,GSM2132882,SRS1412392,SRX1727170,GSM2132882: M1609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3535345050,23568967,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440795/SRR3440795_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440795/SRR3440795_2.fastq.gz,a8658155d911126b4a51ee40f582a250;b29f273ea0729c86600baf7c54731dfe,976374744;1198478975,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,48
GSE80672,SRR3440734,GSM2132841,SRS1412351,SRX1727129,GSM2132841: M0605; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3495794400,23305296,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/004/SRR3440734/SRR3440734_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/004/SRR3440734/SRR3440734_2.fastq.gz,82486349dad1b3ae4bf173f1b8868815;3f3149e1bd7863d7e3dd4ac13b56b0c6,934442703;1025034755,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,49
GSE80672,SRR3440838,GSM2132906,SRS1412417,SRX1727194,GSM2132906: M2405; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3495366900,23302446,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440838/SRR3440838_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440838/SRR3440838_2.fastq.gz,8479b031796825403e7c59de88c7f735;aea19f09bc480b66fdbbf8697e7edd0e,966907060;1166233405,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,50
GSE80672,SRR3440806,GSM2132888,SRS1412399,SRX1727176,GSM2132888: M2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3491117100,23274114,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440806/SRR3440806_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440806/SRR3440806_2.fastq.gz,e2c89a8fae9f07fb3493f6ecd4f39e75;ceb48273498d725f94c2a1bda872e48e,857670935;986981617,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,51
GSE80672,SRR3440749,GSM2132851,SRS1412362,SRX1727139,GSM2132851: M0805; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3476970300,23179802,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440749/SRR3440749_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440749/SRR3440749_2.fastq.gz,de35825a1d4bfa8b107003efef1ae76e;4eb6b6bd6dda67c93cf1b1040644f07b,1362771206;1402226930,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,52
GSE80672,SRR3440763,GSM2132860,SRS1412370,SRX1727148,GSM2132860: M10_7506; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3473531250,23156875,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440763/SRR3440763_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440763/SRR3440763_2.fastq.gz,6e90fd3caca54e335d318f6b6975b19b;726827160726a87a67fbbc2aa99a1dc0,931322525;1039609910,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,53
GSE80672,SRR3440769,GSM2132866,SRS1412376,SRX1727154,GSM2132866: M1202; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3453029250,23020195,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440769/SRR3440769_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440769/SRR3440769_2.fastq.gz,cd7a93a3433d9e1567c9d37bc5449934;167c17ff3d76871cc661572b4f3393ea,984118441;1156295224,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,54
GSE80672,SRR3440673,GSM2132797,SRS1412307,SRX1727085,GSM2132797: GX2474; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3443532450,22956883,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440673/SRR3440673_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440673/SRR3440673_2.fastq.gz,18244d5d5c17665d611fe99835bf7adc;05ebd272dbd869740b9f1a45e9a42b6b,880761959;1049366944,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,55
GSE80672,SRR3440695,GSM2132814,SRS1412324,SRX1727102,GSM2132814: K1; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3429432150,22862881,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440695/SRR3440695_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440695/SRR3440695_2.fastq.gz,9a396ed12eff94bf0fb05127dfaa9699;1f25c9408c27772aec596d28a5d98235,832494261;941827272,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,56
GSE80672,SRR3440758,GSM2132856,SRS1412366,SRX1727144,GSM2132856: M10_7501; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3421746600,22811644,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440758/SRR3440758_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440758/SRR3440758_2.fastq.gz,e0d66d75e8163393653c13dee979a5b5;d577f0c57b1e7ac298751c96d6eb8e39,909707403;986680012,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,57
GSE80672,SRR3440709,GSM2132823,SRS1412333,SRX1727111,GSM2132823: M0304; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3418183500,22787890,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440709/SRR3440709_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440709/SRR3440709_2.fastq.gz,869bc91e51489eef3563892abfdcd5f8;2859aa4df90f998d125258529bbf510c,905343251;1030002241,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,58
GSE80672,SRR3440720,GSM2132831,SRS1412341,SRX1727119,GSM2132831: M0403; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3391923000,22612820,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440720/SRR3440720_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440720/SRR3440720_2.fastq.gz,b4b37fc4454dc58614e36e81c39bd96e;0b5d995e81012c98a56d0b22c5ac3db9,875182055;986952488,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,59
GSE80672,SRR3440801,GSM2132886,SRS1412396,SRX1727174,GSM2132886: M2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3364672500,22431150,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440801/SRR3440801_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440801/SRR3440801_2.fastq.gz,89742f7594e64c4f56f2a06f7ec4cd1f;7c04a0614880666cc27dd437cdeeb43d,848283887;1027482391,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,60
GSE80672,SRR3440783,GSM2132875,SRS1412385,SRX1727163,GSM2132875: M1601; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3333238350,22221589,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440783/SRR3440783_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440783/SRR3440783_2.fastq.gz,ad2888c9e68ed2c247d16d7693ff1988;1a433cb6242543a328273b579cac60ad,856140996;1094652840,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,61
GSE80672,SRR3440846,GSM2132911,SRS1412421,SRX1727199,GSM2132911: M2601; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3320070300,22133802,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440846/SRR3440846_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440846/SRR3440846_2.fastq.gz,00f8f91e63708cfcbc3d5edaa31174a2;3f7ecd0c52cf8d45a5ec13ec2f925305,847362093;964003336,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,62
GSE80672,SRR3440781,GSM2132874,SRS1412384,SRX1727162,GSM2132874: M1210; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3314116050,22094107,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440781/SRR3440781_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440781/SRR3440781_2.fastq.gz,456e7bc9633f158a80ef1fd0d828d3db;763c26cd927d07b8fc54100ce7b249b7,878305160;982982071,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,63
GSE80672,SRR3440708,GSM2132822,SRS1412332,SRX1727110,GSM2132822: M0303; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3277796250,21851975,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440708/SRR3440708_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/008/SRR3440708/SRR3440708_2.fastq.gz,fe7424d279b87a03803f045b1de546ea;3323c011bd0301ce8f077ed82f6b522c,832876511;962737969,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,64
GSE80672,SRR3440707,GSM2132821,SRS1412331,SRX1727109,GSM2132821: M0302; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3268223100,21788154,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440707/SRR3440707_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440707/SRR3440707_2.fastq.gz,6492ba3ecf71241a8c6e0c17f2e48680;0fc2283aae412eb63069c0bac4dc3adf,886913419;950080755,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,65
GSE80672,SRR3440802,GSM2132886,SRS1412396,SRX1727174,GSM2132886: M2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3249104550,21660697,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440802/SRR3440802_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440802/SRR3440802_2.fastq.gz,1d8f51f7cdf13cae5a7e8f7980014ad1;b1014563473655a7bc7f43a26ec08c4f,813604934;1063675848,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,66
