dataset,run_accession,local_fastq_files,local_fastq_count,local_size_bytes,mates_present,sample_id,library_layout,library_strategy,library_selection,sample_accession,experiment_accession,experiment_title,biosample,bioproject,run_total_bases,metadata_status
GSE120137,SRR7871888,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871888_2.fastq,1,1609089528,2,GSM3394550,SINGLE,Bisulfite-Seq,RANDOM,SRS3796645,SRX4710947,GSM3394550: GES15-03333-DO-0945; Mus musculus; Bisulfite-Seq,SAMN10085500,PRJNA491712,107839170,mapped
GSE120137,SRR7871890,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871890_2.fastq,1,1510552376,2,GSM3394551,SINGLE,Bisulfite-Seq,RANDOM,SRS3796646,SRX4710948,GSM3394551: GES15-03334-DO-0673; Mus musculus; Bisulfite-Seq,SAMN10085499,PRJNA491712,101412834,mapped
GSE120137,SRR7871892,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871892_2.fastq,1,1830341800,2,GSM3394552,SINGLE,Bisulfite-Seq,RANDOM,SRS3796647,SRX4710949,GSM3394552: GES15-03335-DO-0766; Mus musculus; Bisulfite-Seq,SAMN10085498,PRJNA491712,122268666,mapped
GSE120137,SRR7871894,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871894_2.fastq,1,1575218348,2,GSM3394553,SINGLE,Bisulfite-Seq,RANDOM,SRS3796649,SRX4710950,GSM3394553: GES15-03336-DO-0817; Mus musculus; Bisulfite-Seq,SAMN10085527,PRJNA491712,105630180,mapped
GSE120137,SRR7871896,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871896_2.fastq,1,1835067748,2,GSM3394554,SINGLE,Bisulfite-Seq,RANDOM,SRS3796648,SRX4710951,GSM3394554: GES15-03337-DO-0980; Mus musculus; Bisulfite-Seq,SAMN10085526,PRJNA491712,122576880,mapped
GSE120137,SRR7871898,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871898_2.fastq,1,1819066556,2,GSM3394555,SINGLE,Bisulfite-Seq,RANDOM,SRS3796651,SRX4710952,GSM3394555: GES15-03338-DO-1160; Mus musculus; Bisulfite-Seq,SAMN10085525,PRJNA491712,121533324,mapped
GSE120137,SRR7871900,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871900_2.fastq,1,1835495180,2,GSM3394556,SINGLE,Bisulfite-Seq,RANDOM,SRS3796650,SRX4710953,GSM3394556: GES15-03339-DO-1124; Mus musculus; Bisulfite-Seq,SAMN10085524,PRJNA491712,122604756,mapped
GSE120137,SRR7871901,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871901.fastq,1,6724144384,,GSM3394557,SINGLE,Bisulfite-Seq,RANDOM,SRS3796652,SRX4710954,GSM3394557: GES15-03340-DO-0911; Mus musculus; Bisulfite-Seq,SAMN10085523,PRJNA491712,1911251200,mapped
GSE120137,SRR7871902,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871902_2.fastq,1,1713906692,2,GSM3394557,SINGLE,Bisulfite-Seq,RANDOM,SRS3796652,SRX4710954,GSM3394557: GES15-03340-DO-0911; Mus musculus; Bisulfite-Seq,SAMN10085523,PRJNA491712,114675072,mapped
GSE120137,SRR7871903,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871903.fastq,1,7059210206,,GSM3394558,SINGLE,Bisulfite-Seq,RANDOM,SRS3796653,SRX4710955,GSM3394558: GES15-03341-DO-0818; Mus musculus; Bisulfite-Seq,SAMN10085522,PRJNA491712,2006176800,mapped
GSE120137,SRR7871904,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871904_2.fastq,1,1801238244,2,GSM3394558,SINGLE,Bisulfite-Seq,RANDOM,SRS3796653,SRX4710955,GSM3394558: GES15-03341-DO-0818; Mus musculus; Bisulfite-Seq,SAMN10085522,PRJNA491712,120370608,mapped
GSE120137,SRR7871905,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871905.fastq,1,6864811318,,GSM3394559,SINGLE,Bisulfite-Seq,RANDOM,SRS3796654,SRX4710956,GSM3394559: GES15-03342-DO-0819; Mus musculus; Bisulfite-Seq,SAMN10085448,PRJNA491712,1951103700,mapped
GSE120137,SRR7871906,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871906_2.fastq,1,1750570992,2,GSM3394559,SINGLE,Bisulfite-Seq,RANDOM,SRS3796654,SRX4710956,GSM3394559: GES15-03342-DO-0819; Mus musculus; Bisulfite-Seq,SAMN10085448,PRJNA491712,117066222,mapped
GSE120137,SRR7871907,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871907.fastq,1,6057850814,,GSM3394560,SINGLE,Bisulfite-Seq,RANDOM,SRS3796655,SRX4710957,GSM3394560: GES15-03343-DO-0979; Mus musculus; Bisulfite-Seq,SAMN10085447,PRJNA491712,1722487600,mapped
GSE120137,SRR7871908,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871908_2.fastq,1,1540244180,2,GSM3394560,SINGLE,Bisulfite-Seq,RANDOM,SRS3796655,SRX4710957,GSM3394560: GES15-03343-DO-0979; Mus musculus; Bisulfite-Seq,SAMN10085447,PRJNA491712,103349256,mapped
GSE120137,SRR7871909,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871909.fastq,1,5921850988,,GSM3394561,SINGLE,Bisulfite-Seq,RANDOM,SRS3796656,SRX4710958,GSM3394561: GES15-03344-DO-1148; Mus musculus; Bisulfite-Seq,SAMN10085446,PRJNA491712,1683959900,mapped
GSE120137,SRR7871910,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871910_2.fastq,1,1504798696,2,GSM3394561,SINGLE,Bisulfite-Seq,RANDOM,SRS3796656,SRX4710958,GSM3394561: GES15-03344-DO-1148; Mus musculus; Bisulfite-Seq,SAMN10085446,PRJNA491712,101037594,mapped
GSE120137,SRR7871911,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871911.fastq,1,6975536584,,GSM3394562,SINGLE,Bisulfite-Seq,RANDOM,SRS3796658,SRX4710959,GSM3394562: GES15-03345-DO-1037; Mus musculus; Bisulfite-Seq,SAMN10085445,PRJNA491712,1982474800,mapped
GSE120137,SRR7871912,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871912_2.fastq,1,1779432404,2,GSM3394562,SINGLE,Bisulfite-Seq,RANDOM,SRS3796658,SRX4710959,GSM3394562: GES15-03345-DO-1037; Mus musculus; Bisulfite-Seq,SAMN10085445,PRJNA491712,118948488,mapped
GSE120137,SRR7871913,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871913.fastq,1,7637154872,,GSM3394563,SINGLE,Bisulfite-Seq,RANDOM,SRS3796657,SRX4710960,GSM3394563: GES15-03346-DO-1299; Mus musculus; Bisulfite-Seq,SAMN10085444,PRJNA491712,2169909800,mapped
GSE120137,SRR7871914,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871914_2.fastq,1,1951872604,2,GSM3394563,SINGLE,Bisulfite-Seq,RANDOM,SRS3796657,SRX4710960,GSM3394563: GES15-03346-DO-1299; Mus musculus; Bisulfite-Seq,SAMN10085444,PRJNA491712,130194588,mapped
GSE120137,SRR7871915,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871915.fastq,1,7058211558,,GSM3394564,SINGLE,Bisulfite-Seq,RANDOM,SRS3796659,SRX4710961,GSM3394564: GES15-03347-DO-0909; Mus musculus; Bisulfite-Seq,SAMN10085497,PRJNA491712,2005893400,mapped
GSE120137,SRR7871916,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871916_2.fastq,1,1800977516,2,GSM3394564,SINGLE,Bisulfite-Seq,RANDOM,SRS3796659,SRX4710961,GSM3394564: GES15-03347-DO-0909; Mus musculus; Bisulfite-Seq,SAMN10085497,PRJNA491712,120353604,mapped
GSE120137,SRR7871917,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871917.fastq,1,7509889674,,GSM3394565,SINGLE,Bisulfite-Seq,RANDOM,SRS3796660,SRX4710962,GSM3394565: GES15-03348-DO-0669; Mus musculus; Bisulfite-Seq,SAMN10085490,PRJNA491712,2133855900,mapped
GSE120137,SRR7871918,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871918_2.fastq,1,1918703016,2,GSM3394565,SINGLE,Bisulfite-Seq,RANDOM,SRS3796660,SRX4710962,GSM3394565: GES15-03348-DO-0669; Mus musculus; Bisulfite-Seq,SAMN10085490,PRJNA491712,128031354,mapped
GSE120137,SRR7871919,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871919.fastq,1,6899430830,,GSM3394566,SINGLE,Bisulfite-Seq,RANDOM,SRS3796661,SRX4710963,GSM3394566: GES15-03349-DO-1015; Mus musculus; Bisulfite-Seq,SAMN10085496,PRJNA491712,1960914200,mapped
GSE120137,SRR7871920,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871920_2.fastq,1,1759596652,2,GSM3394566,SINGLE,Bisulfite-Seq,RANDOM,SRS3796661,SRX4710963,GSM3394566: GES15-03349-DO-1015; Mus musculus; Bisulfite-Seq,SAMN10085496,PRJNA491712,117654852,mapped
GSE120137,SRR7871921,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871921.fastq,1,7118400486,,GSM3394567,SINGLE,Bisulfite-Seq,RANDOM,SRS3796664,SRX4710964,GSM3394567: GES15-03350-DO-1263; Mus musculus; Bisulfite-Seq,SAMN10085495,PRJNA491712,2022929500,mapped
GSE120137,SRR7871922,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871922_2.fastq,1,1816650728,2,GSM3394567,SINGLE,Bisulfite-Seq,RANDOM,SRS3796664,SRX4710964,GSM3394567: GES15-03350-DO-1263; Mus musculus; Bisulfite-Seq,SAMN10085495,PRJNA491712,121375770,mapped
GSE120137,SRR7871923,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871923.fastq,1,7496646724,,GSM3394568,SINGLE,Bisulfite-Seq,RANDOM,SRS3796663,SRX4710965,GSM3394568: GES15-03351-DO-1267; Mus musculus; Bisulfite-Seq,SAMN10085494,PRJNA491712,2130085500,mapped
GSE120137,SRR7871924,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871924_2.fastq,1,1915234248,2,GSM3394568,SINGLE,Bisulfite-Seq,RANDOM,SRS3796663,SRX4710965,GSM3394568: GES15-03351-DO-1267; Mus musculus; Bisulfite-Seq,SAMN10085494,PRJNA491712,127805130,mapped
GSE120137,SRR7871925,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871925.fastq,1,2885939564,,GSM3394569,SINGLE,Bisulfite-Seq,RANDOM,SRS3796662,SRX4710966,GSM3394569: GES15-03352-DO-1316; Mus musculus; Bisulfite-Seq,SAMN10085493,PRJNA491712,822872500,mapped
GSE120137,SRR7871926,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871926_2.fastq,1,719683384,2,GSM3394569,SINGLE,Bisulfite-Seq,RANDOM,SRS3796662,SRX4710966,GSM3394569: GES15-03352-DO-1316; Mus musculus; Bisulfite-Seq,SAMN10085493,PRJNA491712,49372350,mapped
GSE120137,SRR7871927,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871927.fastq,1,2240778336,,GSM3394570,SINGLE,Bisulfite-Seq,RANDOM,SRS3796665,SRX4710967,GSM3394570: GES15-03353-DO-0951; Mus musculus; Bisulfite-Seq,SAMN10085492,PRJNA491712,639061500,mapped
GSE120137,SRR7871928,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871928_2.fastq,1,557929704,2,GSM3394570,SINGLE,Bisulfite-Seq,RANDOM,SRS3796665,SRX4710967,GSM3394570: GES15-03353-DO-0951; Mus musculus; Bisulfite-Seq,SAMN10085492,PRJNA491712,38343690,mapped
GSE120137,SRR7871929,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871929.fastq,1,6383290322,,GSM3394571,SINGLE,Bisulfite-Seq,RANDOM,SRS3796666,SRX4710968,GSM3394571: GES15-03354-DO-1025; Mus musculus; Bisulfite-Seq,SAMN10085491,PRJNA491712,1814665100,mapped
GSE120137,SRR7871930,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871930_2.fastq,1,1625047480,2,GSM3394571,SINGLE,Bisulfite-Seq,RANDOM,SRS3796666,SRX4710968,GSM3394571: GES15-03354-DO-1025; Mus musculus; Bisulfite-Seq,SAMN10085491,PRJNA491712,108879906,mapped
GSE120137,SRR7871931,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871931.fastq,1,9164047670,,GSM3394572,SINGLE,Bisulfite-Seq,RANDOM,SRS3796667,SRX4710969,GSM3394572: GES15-03355-DO-1182; Mus musculus; Bisulfite-Seq,SAMN10085489,PRJNA491712,2602445400,mapped
GSE120137,SRR7871932,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871932_2.fastq,1,2349805356,2,GSM3394572,SINGLE,Bisulfite-Seq,RANDOM,SRS3796667,SRX4710969,GSM3394572: GES15-03355-DO-1182; Mus musculus; Bisulfite-Seq,SAMN10085489,PRJNA491712,156146724,mapped
GSE120137,SRR7871933,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871933.fastq,1,9833004794,,GSM3394573,SINGLE,Bisulfite-Seq,RANDOM,SRS3796668,SRX4710970,GSM3394573: GES15-03356-DO-0950; Mus musculus; Bisulfite-Seq,SAMN10085488,PRJNA491712,2791967000,mapped
GSE120137,SRR7871934,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871934_2.fastq,1,2524165228,2,GSM3394573,SINGLE,Bisulfite-Seq,RANDOM,SRS3796668,SRX4710970,GSM3394573: GES15-03356-DO-0950; Mus musculus; Bisulfite-Seq,SAMN10085488,PRJNA491712,167518020,mapped
GSE120137,SRR7871935,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871935.fastq,1,6858253868,,GSM3394574,SINGLE,Bisulfite-Seq,RANDOM,SRS3796669,SRX4710971,GSM3394574: GES15-03357-DO-1033; Mus musculus; Bisulfite-Seq,SAMN10085487,PRJNA491712,1949227600,mapped
GSE120137,SRR7871936,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871936_2.fastq,1,1748844980,2,GSM3394574,SINGLE,Bisulfite-Seq,RANDOM,SRS3796669,SRX4710971,GSM3394574: GES15-03357-DO-1033; Mus musculus; Bisulfite-Seq,SAMN10085487,PRJNA491712,116953656,mapped
GSE120137,SRR7871937,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871937.fastq,1,8201673898,,GSM3394575,SINGLE,Bisulfite-Seq,RANDOM,SRS3796670,SRX4710972,GSM3394575: GES15-03358-DO-1035; Mus musculus; Bisulfite-Seq,SAMN10085486,PRJNA491712,2329808600,mapped
GSE120137,SRR7871938,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871938_2.fastq,1,2098979500,2,GSM3394575,SINGLE,Bisulfite-Seq,RANDOM,SRS3796670,SRX4710972,GSM3394575: GES15-03358-DO-1035; Mus musculus; Bisulfite-Seq,SAMN10085486,PRJNA491712,139788516,mapped
GSE120137,SRR7871939,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871939.fastq,1,6830353792,,GSM3394576,SINGLE,Bisulfite-Seq,RANDOM,SRS3796671,SRX4710973,GSM3394576: GES15-03359-DO-1195; Mus musculus; Bisulfite-Seq,SAMN10085485,PRJNA491712,1941317800,mapped
GSE120137,SRR7871940,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871940_2.fastq,1,1741567964,2,GSM3394576,SINGLE,Bisulfite-Seq,RANDOM,SRS3796671,SRX4710973,GSM3394576: GES15-03359-DO-1195; Mus musculus; Bisulfite-Seq,SAMN10085485,PRJNA491712,116479068,mapped
GSE120137,SRR7871941,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871941.fastq,1,4976465092,,GSM3394577,SINGLE,Bisulfite-Seq,RANDOM,SRS3796675,SRX4710974,GSM3394577: GES15-03360-DO-1300; Mus musculus; Bisulfite-Seq,SAMN10085484,PRJNA491712,1416116500,mapped
GSE120137,SRR7871942,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871942_2.fastq,1,1258382768,2,GSM3394577,SINGLE,Bisulfite-Seq,RANDOM,SRS3796675,SRX4710974,GSM3394577: GES15-03360-DO-1300; Mus musculus; Bisulfite-Seq,SAMN10085484,PRJNA491712,84966990,mapped
GSE120137,SRR7871943,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871943.fastq,1,9450904936,,GSM3394578,SINGLE,Bisulfite-Seq,RANDOM,SRS3796674,SRX4710975,GSM3394578: GES15-03361-DO-0836; Mus musculus; Bisulfite-Seq,SAMN10085483,PRJNA491712,2683718400,mapped
GSE120137,SRR7871944,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871944_2.fastq,1,2424576516,2,GSM3394578,SINGLE,Bisulfite-Seq,RANDOM,SRS3796674,SRX4710975,GSM3394578: GES15-03361-DO-0836; Mus musculus; Bisulfite-Seq,SAMN10085483,PRJNA491712,161023104,mapped
GSE120137,SRR7871945,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871945.fastq,1,8320687294,,GSM3394579,SINGLE,Bisulfite-Seq,RANDOM,SRS3796672,SRX4710976,GSM3394579: GES15-04906-790; Mus musculus; Bisulfite-Seq,SAMN10085482,PRJNA491712,2363544500,mapped
GSE120137,SRR7871946,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871946_2.fastq,1,2130016528,2,GSM3394579,SINGLE,Bisulfite-Seq,RANDOM,SRS3796672,SRX4710976,GSM3394579: GES15-04906-790; Mus musculus; Bisulfite-Seq,SAMN10085482,PRJNA491712,141812670,mapped
GSE120137,SRR7871947,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871947.fastq,1,7573718594,,GSM3394580,SINGLE,Bisulfite-Seq,RANDOM,SRS3796673,SRX4710977,GSM3394580: GES15-04907-1061; Mus musculus; Bisulfite-Seq,SAMN10085481,PRJNA491712,2151929800,mapped
GSE120137,SRR7871948,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871948_2.fastq,1,1935331004,2,GSM3394580,SINGLE,Bisulfite-Seq,RANDOM,SRS3796673,SRX4710977,GSM3394580: GES15-04907-1061; Mus musculus; Bisulfite-Seq,SAMN10085481,PRJNA491712,129115788,mapped
GSE120137,SRR7871949,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871949.fastq,1,7348123734,,GSM3394581,SINGLE,Bisulfite-Seq,RANDOM,SRS3796676,SRX4710978,GSM3394581: GES15-04908-676; Mus musculus; Bisulfite-Seq,SAMN10085480,PRJNA491712,2088019200,mapped
GSE120137,SRR7871950,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871950_2.fastq,1,1876533252,2,GSM3394581,SINGLE,Bisulfite-Seq,RANDOM,SRS3796676,SRX4710978,GSM3394581: GES15-04908-676; Mus musculus; Bisulfite-Seq,SAMN10085480,PRJNA491712,125281152,mapped
GSE120137,SRR7871951,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871951.fastq,1,7179919728,,GSM3394582,SINGLE,Bisulfite-Seq,RANDOM,SRS3796677,SRX4710979,GSM3394582: GES15-04909-735; Mus musculus; Bisulfite-Seq,SAMN10085479,PRJNA491712,2040370100,mapped
GSE120137,SRR7871952,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871952_2.fastq,1,1832696080,2,GSM3394582,SINGLE,Bisulfite-Seq,RANDOM,SRS3796677,SRX4710979,GSM3394582: GES15-04909-735; Mus musculus; Bisulfite-Seq,SAMN10085479,PRJNA491712,122422206,mapped
GSE120137,SRR7871953,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871953.fastq,1,6463054846,,GSM3394583,SINGLE,Bisulfite-Seq,RANDOM,SRS3796678,SRX4710980,GSM3394583: GES15-04910-683; Mus musculus; Bisulfite-Seq,SAMN10085478,PRJNA491712,1837282200,mapped
GSE120137,SRR7871954,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871954_2.fastq,1,1645855212,2,GSM3394583,SINGLE,Bisulfite-Seq,RANDOM,SRS3796678,SRX4710980,GSM3394583: GES15-04910-683; Mus musculus; Bisulfite-Seq,SAMN10085478,PRJNA491712,110236932,mapped
GSE120137,SRR7871955,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871955.fastq,1,6434754864,,GSM3394584,SINGLE,Bisulfite-Seq,RANDOM,SRS3796679,SRX4710981,GSM3394584: GES15-04911-787; Mus musculus; Bisulfite-Seq,SAMN10085477,PRJNA491712,1829266400,mapped
GSE120137,SRR7871956,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871956_2.fastq,1,1638480676,2,GSM3394584,SINGLE,Bisulfite-Seq,RANDOM,SRS3796679,SRX4710981,GSM3394584: GES15-04911-787; Mus musculus; Bisulfite-Seq,SAMN10085477,PRJNA491712,109755984,mapped
GSE120137,SRR7871957,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871957.fastq,1,5328013046,,GSM3394585,SINGLE,Bisulfite-Seq,RANDOM,SRS3796680,SRX4710982,GSM3394585: GES15-04912-801; Mus musculus; Bisulfite-Seq,SAMN10085476,PRJNA491712,1515721600,mapped
GSE120137,SRR7871958,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871958_2.fastq,1,1350019460,2,GSM3394585,SINGLE,Bisulfite-Seq,RANDOM,SRS3796680,SRX4710982,GSM3394585: GES15-04912-801; Mus musculus; Bisulfite-Seq,SAMN10085476,PRJNA491712,90943296,mapped
GSE120137,SRR7871959,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871959.fastq,1,8976707690,,GSM3394586,SINGLE,Bisulfite-Seq,RANDOM,SRS3796681,SRX4710983,GSM3394586: GES15-04913-831; Mus musculus; Bisulfite-Seq,SAMN10085475,PRJNA491712,2549404200,mapped
GSE120137,SRR7871960,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871960_2.fastq,1,2301007452,2,GSM3394586,SINGLE,Bisulfite-Seq,RANDOM,SRS3796681,SRX4710983,GSM3394586: GES15-04913-831; Mus musculus; Bisulfite-Seq,SAMN10085475,PRJNA491712,152964252,mapped
GSE120137,SRR7871961,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871961.fastq,1,6078765210,,GSM3394587,SINGLE,Bisulfite-Seq,RANDOM,SRS3796682,SRX4710984,GSM3394587: GES15-04914-1097; Mus musculus; Bisulfite-Seq,SAMN10085474,PRJNA491712,1728405100,mapped
GSE120137,SRR7871962,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871962_2.fastq,1,1545688280,2,GSM3394587,SINGLE,Bisulfite-Seq,RANDOM,SRS3796682,SRX4710984,GSM3394587: GES15-04914-1097; Mus musculus; Bisulfite-Seq,SAMN10085474,PRJNA491712,103704306,mapped
GSE120137,SRR7871963,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871963.fastq,1,6389414838,,GSM3394588,SINGLE,Bisulfite-Seq,RANDOM,SRS3796683,SRX4710985,GSM3394588: GES15-04915-1099; Mus musculus; Bisulfite-Seq,SAMN10085473,PRJNA491712,1816409800,mapped
GSE120137,SRR7871964,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871964_2.fastq,1,1626652604,2,GSM3394588,SINGLE,Bisulfite-Seq,RANDOM,SRS3796683,SRX4710985,GSM3394588: GES15-04915-1099; Mus musculus; Bisulfite-Seq,SAMN10085473,PRJNA491712,108984588,mapped
GSE120137,SRR7871965,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871965.fastq,1,6401179830,,GSM3394589,SINGLE,Bisulfite-Seq,RANDOM,SRS3796684,SRX4710986,GSM3394589: GES15-04916-670; Mus musculus; Bisulfite-Seq,SAMN10085429,PRJNA491712,1819753600,mapped
GSE120137,SRR7871966,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871966_2.fastq,1,1629728900,2,GSM3394589,SINGLE,Bisulfite-Seq,RANDOM,SRS3796684,SRX4710986,GSM3394589: GES15-04916-670; Mus musculus; Bisulfite-Seq,SAMN10085429,PRJNA491712,109185216,mapped
GSE120137,SRR7871967,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871967.fastq,1,6361197266,,GSM3394590,SINGLE,Bisulfite-Seq,RANDOM,SRS3796685,SRX4710987,GSM3394590: GES15-04917-774; Mus musculus; Bisulfite-Seq,SAMN10085428,PRJNA491712,1808424500,mapped
GSE120137,SRR7871968,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871968_2.fastq,1,1619306128,2,GSM3394590,SINGLE,Bisulfite-Seq,RANDOM,SRS3796685,SRX4710987,GSM3394590: GES15-04917-774; Mus musculus; Bisulfite-Seq,SAMN10085428,PRJNA491712,108505470,mapped
GSE120137,SRR7871969,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871969.fastq,1,5968847030,,GSM3394591,SINGLE,Bisulfite-Seq,RANDOM,SRS3796686,SRX4710988,GSM3394591: GES15-04918-1210; Mus musculus; Bisulfite-Seq,SAMN10085427,PRJNA491712,1697248400,mapped
GSE120137,SRR7871970,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871970_2.fastq,1,1517024116,2,GSM3394591,SINGLE,Bisulfite-Seq,RANDOM,SRS3796686,SRX4710988,GSM3394591: GES15-04918-1210; Mus musculus; Bisulfite-Seq,SAMN10085427,PRJNA491712,101834904,mapped
GSE120137,SRR7871971,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871971.fastq,1,6384245768,,GSM3394592,SINGLE,Bisulfite-Seq,RANDOM,SRS3796687,SRX4710989,GSM3394592: GES15-04919-710; Mus musculus; Bisulfite-Seq,SAMN10085426,PRJNA491712,1814928600,mapped
GSE120137,SRR7871972,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871972_2.fastq,1,1625289900,2,GSM3394592,SINGLE,Bisulfite-Seq,RANDOM,SRS3796687,SRX4710989,GSM3394592: GES15-04919-710; Mus musculus; Bisulfite-Seq,SAMN10085426,PRJNA491712,108895716,mapped
GSE120137,SRR7871973,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871973.fastq,1,6264182522,,GSM3394593,SINGLE,Bisulfite-Seq,RANDOM,SRS3796688,SRX4710990,GSM3394593: GES15-04920-779; Mus musculus; Bisulfite-Seq,SAMN10085424,PRJNA491712,1780918000,mapped
GSE120137,SRR7871974,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871974_2.fastq,1,1594000148,2,GSM3394593,SINGLE,Bisulfite-Seq,RANDOM,SRS3796688,SRX4710990,GSM3394593: GES15-04920-779; Mus musculus; Bisulfite-Seq,SAMN10085424,PRJNA491712,106855080,mapped
GSE120137,SRR7871975,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871975.fastq,1,7690039814,,GSM3394594,SINGLE,Bisulfite-Seq,RANDOM,SRS3796689,SRX4710991,GSM3394594: GES15-04921-816; Mus musculus; Bisulfite-Seq,SAMN10085423,PRJNA491712,2184863300,mapped
GSE120137,SRR7871976,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871976_2.fastq,1,1965629824,2,GSM3394594,SINGLE,Bisulfite-Seq,RANDOM,SRS3796689,SRX4710991,GSM3394594: GES15-04921-816; Mus musculus; Bisulfite-Seq,SAMN10085423,PRJNA491712,131091798,mapped
GSE120137,SRR7871977,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871977.fastq,1,7547680826,,GSM3394595,SINGLE,Bisulfite-Seq,RANDOM,SRS3796690,SRX4710992,GSM3394595: GES15-04922-1006; Mus musculus; Bisulfite-Seq,SAMN10085422,PRJNA491712,2144529800,mapped
GSE120137,SRR7871978,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871978_2.fastq,1,1928523004,2,GSM3394595,SINGLE,Bisulfite-Seq,RANDOM,SRS3796690,SRX4710992,GSM3394595: GES15-04922-1006; Mus musculus; Bisulfite-Seq,SAMN10085422,PRJNA491712,128671788,mapped
